X;twitter_handle;profile;user_id;party
370;Otto_Fricke;Freiheitsfreund, MdB, Haushälter, Rechtsanwalt, Mitglied Bundesvorstand FDP sowie immer wieder etwas über die Niederlande;18044683;FDP
371;smuellermdb;Parlamentarischer Geschäftsführer der @csu_bt. MdB für den Wahlkreis Erlangen.;17960911;CSU
372;ManuelSarrazin;"German Federal Government Special Representative for the Countries of the Western Balkans;
former MP German Parliament; RT is no endorsement; private account";17922403;Bündnis 90/Die Grünen
373;K_SA;Mitglied des Deutschen Bundestag (MdB) bei @GrueneBundestag. 🌻;17870195;Bündnis 90/Die Grünen
374;torstenherbst;Parlamentarischer Geschäftsführer @fdpbt | Mitglied im Haushaltsausschuss @Bundestag | Bundesvorstand @fdp | Schatzmeister @fdpsachsen;17561226;FDP
375;christianduerr;Fraktionsvorsitzender der @fdpbt;17535941;FDP
376;ManuelHoeferlin;Mitglied des Dt. Bundestages🏛 Familienvater👨‍👩‍👧 Rheinhesse, IT-Unternehmer💻 Hobby-Imker🐝 Sportpilot. Innenpolitischer Sprecher @fdpbt;17483463;FDP
377;larscastellucci;Bundestagsabgeordneter, stv. Vorsitzender Innenausschuss, Sprecher für Migration und Integration, Beauftragter für Kirchen und Religionsgemeinschaften @spdbt;17469649;SPD
378;florian_toncar;Parlamentarischer Staatssekretär beim Bundesminister der Finanzen. Tweets sind persönliche Ansichten des Abgeordneten. Das Team twittert unter /TT;17462171;FDP
379;sven_kindler;MdB @gruenebundestag. Sprecher für Haushaltspolitik. Europäer. Antifaschist. Hannoveraner 💚. Born at 345 ppm.;17343047;Bündnis 90/Die Grünen
380;svenlehmann;🏛 Mitglied des Bundestages 🌻🗳 Köln-Südwest        🏳️‍🌈 Queer-Beauftragter der Bundesregierung 👩‍👩‍👧‍👦 Parl. Staatssekretär @bmfsfj Privat-Profil. er/he;16706236;Bündnis 90/Die Grünen
381;tpflueger;ehem. Vize-Vorsitzender DIE LINKE, former Vice-Chair Left party Germany, Vorstand Informationsstelle Militarisierung (IMI);16696924;DIE LINKE
382;katdro;Fraktionsvorsitzende @GrueneBundestag. Kölnerin.;15722010;Bündnis 90/Die Grünen
383;johannesvogel;MdB, Stellvertretender Bundesvorsitzender @fdp und Erster Parlamentarischer Geschäftsführer @fdpbt;15630931;FDP
384;FabioDeMasi;„Finanzdetektiv“, ehem. Mitglied EU Parlament & Bundestag;14784765;DIE LINKE
385;SilberhornMdB;Mitglied des Deutschen Bundestages für Bamberg & Forchheim (CSU). Sprecher der CDU/CSU im Bundestag für transatlantische Beziehungen. Tweets privat.;9,51489E+17;CSU
386;AdlerGunther;Staatssekretär im Bundesministerium des Innern, für Bau und Heimat;2902652169;SPD
387;Thomas_Bareiss;VerkehrspolSprecher @cducsubt | MdB ZAK, SIG | Bezirksvors. @CDU WüHo | BuVo | mit Humor | wo Bareiß drauf, da Bareiß drin (Tweets von mir - keine Ausreden😉);2797812265;CDU
388;AnjaKarliczek;CDU-MdB für den Wahlkreis Steinfurt III, Bundesministerin a. D. - Impressum: https://t.co/8QX4nAkQQH;2521976694;CDU
389;AnetteKramme;Parlamentarische Staatssekretärin bei der Bundesministerin für Arbeit und Soziales, MdB;1461705757;SPD
390;MiRo_SPD;Vorsitzender des Auswärtigen Ausschusses des Deutschen Bundestages * seit 1998 direkt gewählter MdB * Präsidium @spdde * Feminist * Europäer * freiheitsliebend;1114675538;SPD
391;JochenFlasbarth;Staatssekretär im Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung. Views are my own. @JochenFlasbarth@mastodon.social;596625618;SPD
392;guenterkrings;MdB, Vorsitzender der CDU Niederrhein, der CDU Landesgruppe NRW und der AG Recht im Bundestag sowie des Bundes-AK christlich-demokratischer Juristen.;392312829;CDU
393;ChristianLange_;Parl. StS a.D.,ehem. MdB (1998 - 2021) der @spdbt ,stv. Vorstandsvors. Stiftung @atlantikbruecke ,Mitglied Kuratorium @hausheuss ,Senior Advisor @RolandBerger;328939758;SPD
394;zierke;Direkt gewählter SPD Bundestagsabgeordneter für den Wahlkreis Uckermark Barnim I (057) | Tourismuspolitischer Sprecher der @spdbt, Präsident BVCD und der DPG;64220313;SPD
395;thomasgebhart;🗳 Bundestagsabgeordneter (CDU)🌳 Obmann im Ausschuss für Klimaschutz und Energie 🍇 Südpfalz;51483238;CDU
396;rischwasu;Parl. Staatssekretärin im BMI, SPD, Views are my own!;50932086;SPD
397;NielsAnnen;Mitglied des Bundestages. Hamburg-Eimsbüttel. Parlamentarischer Staatssekretär Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung. Hier privat;42401449;SPD
398;ChristianHirte;Mitglied des Deutschen Bundestages @cducsubt @cdu_thueringen;37642893;CDU
399;SteffenBilger;MdB Wahlkreis Ludwigsburg, stv. Vorsitzender CDU/CSU-Bundestagsfraktion, Vorsitzender CDU Nordwürttemberg;23925041;CDU
400;HBraun;Bundestagsabgeordneter für Gießen/Alsfeld;19108071;CDU
401;wanderwitz;Rechtsanwalt | MdB | Staatssekretär a.D.;16361044;CDU
402;ChristlichMitte;Wählerin der Christliche Mitte - Für ein Deutschland nach GOTTES Geboten http://t.co/6Xs5ID8yl3;1663657052;Christliche Mitte
403;BB_PRONRW;Neuigkeiten und Kurznachrichten von PRO NRW;1647610538;Bürgerbewegung pro NRW
404;AfD;"Unterstütze jetzt die #AfD! 
Teile unsere Inhalte oder unterstütze uns auf anderem Weg. Wie das geht, erfährst Du hier: https://t.co/k12hvMEDIK";844081278;AfD
405;Bue_So;Eine Bürgerrechtsbewegung die für eine neue Weltwirtschaftsordnung kämpft - schaut euch die Welt an, wir brauchen dringend eine neue...;234830595;Bürgerrechtsbewegung Solidarität
406;oedp_de;"Ganzheitlich denken, gemeinschaftlich handeln – Lösungen für eine langfristig lebenswerte Welt. #ÖDP Die Naturschutzpartei
Impressum: https://t.co/00tUdlTqzb";117395471;ÖDP
407;DiePARTEI;"Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative 
https://t.co/LS4pNsxjLn";65607107;DIE PARTEI
408;Bayernpartei;🎗Seit 1946 : BESSER FÜR BAYERN .🎗;52745493;Bayernpartei
409;dieLinke;Kämpft für soziale Sicherheit, Frieden und Klimagerechtigkeit. Mach mit: https://t.co/OcpOmClFzr;44101578;DIE LINKE
410;fdp;News und Updates rund um die Politik der FDP und alles, was die Liberalen bewegt. Impressum: https://t.co/yVWlhTXf9d Datenschutz: https://t.co/xg2BYgS8gJ;39475170;FDP
411;gleichheit;Die SGP ist die deutsche Sektion des Internationalen Komitees der Vierten internationale (#ICFI). Wir veröffentlichen die World Socialist Web Site (https://t.co/g4gHoht0sq).;32947823;Sozialistische Gleichheitspartei
412;spdde;Soziale Politik für Dich.;26458162;SPD
413;CSU;Hier twittert das CSU-OnlineTeam. Impressum: https://t.co/VJFsfiOaeJ Informationen zum Datenschutz: https://t.co/FOavB8KCvn;21107582;CSU
414;CDU;Die #CDU ist die Volkspartei der Mitte. Seit 1945. - Redaktion: https://t.co/NyHUkYQYT2 Impressum: https://t.co/ItwaUKUbve;20429858;CDU
415;SPDEuropa;Für ein starkes, soziales und nachhaltiges Europa! Gezwitscher der @spdde-Abgeordneten und ihres Teams in der Fraktion @TheProgressives im @Europarl_DE.;17064195;SPD
416;Die_Gruenen;Für ein klimaneutrales, gerechteres Morgen: Jetzt Mitglied werden!;14553288;Bündnis 90/Die Grünen
417;Piratenpartei;Hallo, Zukunft. Goodbye, Steinzeit. Wähle das größte Digital-Kollektiv: PIRATEN. Freiheit. Würde. Teilhabe.;14341194;Piratenpartei
418;Schuster_MdEP;Europaabgeordneter 🇪🇺 für Bremen und Bremerhaven (@spdde) | Dieser Account ist nicht mehr aktiv - Anfragen bitten per Mail: info✉https://t.co/nyCNZPF5lF;1,15468E+18;SPD
419;BuchheitMarkus;| Mitglied des Europäischen Parlaments | #AfD- Delegation innerhalb der Fraktion Identität und Demokratie #MEP, #INTA, #IMCO, #ITRE;1,15333E+18;AfD
420;Andi_Glueck;Europaabgeordneter @fdp und @reneweurope | Sprecher für Umwelt & Gesundheit @fdpineuropa | Baden-Württemberger & Europäer | Retweet≠Endorsement;1,14599E+18;FDP
421;MariaNoichl;SPD-Europaabgeordnete und ASF Bundesvorsitzende, überzeugte Bayerin&Europäerin, Kämpferin für Frauenrechte und Gleichstellung und für eine gerechte Agrarpolitik;1,0707E+18;SPD
422;BuschmannMartin;Mitglied des Europäischen Parlaments;1,04164E+18;no party affiliation
423;AlexandraGeese;#standwithUkraine 🇪🇺🌻 Member of EU Parliament @die_gruenen | Vice-President @GreensEFA💚 | she/her | TG = Team Geese | ➡️ Mastodon alexandrageese@bonn.social;1,01995E+18;Bündnis 90/Die Grünen
424;echo_pbreyer;"Dr. Patrick Breyer, Europaabgeordneter/Member of the European Parliament @Piratenpartei & @EuropeanPirates. 
#JoinMastodon: @echo_pbreyer@digitalcourage.social";9,93792E+17;Piratenpartei
425;Joachim_Kuhs;Abgeordneter im EU-Parlament für die Wähler der @AfD | Bundesvorstand der @ChrAfD | Vorsitzender des @AfD-KV Baden-Baden/Rastatt;9,68551E+17;AfD
426;EnginEroglu_FW;"MEP 🇪🇺 🇩🇪 
Chairman @FWHessen, Deputy Chairman @FREIEWAEHLER_BV
Economy, Foreign Affairs & Human Rights
@PDE_EDP @RenewEurope";9,40691E+17;Renew Europe
427;RadtkeMdEP;"Europa-Abgeordneter (CDU) für das Ruhrgebiet🇪🇺Ausschuss für Beschäftigung und soziale Angelegenheiten (EMPL).
Landesvorsitzender CDA NRW";9,22399E+17;CDU
428;AndersonAfDMdEP;"Mitglied im #EUParlament 
Fachpolitische Sprecherin der ID-Fraktion für Frauenrechte sowie Kultur und Bildung als Koordinatorin in den Ausschüssen FEMM & CULT";9,00669E+17;AfD
429;RomeoFranz1;Mitglied des @Europarl_DE und Europaabgeordneter für @Die_Gruenen in der Fraktion @GreensEFA. Bürgerrechtler, Politiker, Musiker, deutscher Sinto.;8,50601E+17;Bündnis 90/Die Grünen
430;gunnar_beck;"Europaabgeordneter der @AfD 🇩🇪 
Stellvertretender Vorsitzender der @AfDimEUParl
Vizepräsident der @IDGroupEP im @Europarl_DE

ECON, JURI, FISC, AFCO";8,40002E+17;AfD
431;egebhardtMdEP;Europa-Abgeordnete aus Schwäbisch Hall | @SPDEuropa und @TheProgressives | Ausschüsse: @EP_SingleMarket @EP_Legal und stellv. Vorsitzende der China-Delegation;8,37215E+17;SPD
432;anna_cavazzini;MEP @GreensEFA | Chair @EP_SingleMarket | trade, fair globalisation, sustainable single market | VP of Brazil delegation | Mastodon anna_cavazzini@gruene.social;8,333E+17;Bündnis 90/Die Grünen
433;d_boeselager;MEP & Co-founder of @volteuropa 💜 Future of Europe & EU Reform 🇪🇺 Migration & Asylum 🌍 AI & Data strategy🤖;8,32098E+17;Bündnis 90/Die Grünen
434;HNeumannMEP;🇪🇺 Member of @europarl 🕊 #Security 💙#HumanRights #MiddleEast & #Feminism  💚 @Die_Gruenen & @GreensEFA 📍#MV I #Berlin 🦸🏻‍♀️ Mother of three 💜 #SHEcurity;8,28566E+17;Bündnis 90/Die Grünen
435;AnnaDeparnay;French-german-swiss MEP, ecologist, mother, forester, nature protecter #Biodiversity #NewMobility, loves movement and transformation. Born 332 ppm. @GreensEFA;8,25815E+17;Bündnis 90/Die Grünen
436;GuidoReil;Für ein Europa der Nationalstaaten. Guido Reil setzt sich für eine gute Zusammenarbeit der souveränen Nationen ein und für die Bewahrung ihrer Kultur. #AfD;8,02958E+17;AfD
437;Nicolaus_Fest;Mitglied des EU-Parlamentes | YouTube: https://t.co/I8rfEW86AG;7,7342E+17;AfD
438;Joerg_Meuthen;Politiker, Deutsche Zentrumspartei, Mitglied des Europäischen Parlaments |  https://t.co/UsR0QyYiK9 | https://t.co/MtFrTpBkJg | https://t.co/zh7NCJUv9O.…;7,10202E+17;AfD
439;gabischoff;MdEP @Europarl_DE, Vizepräsidentin der S&D-Fraktion @TheProgressives🌹 @spdberlin Vizepräsidentin @EuropaUnionDE 🇪🇺🚲 Europäerin, Feministin, Gewerkschafterin;3541939462;SPD
440;martina_michels;Sprecherin DIE LINKE. im Europäischen Parlament - Regionalausschuss, Ausschuss Kultur, Bildung, Medien - Delegationen EU-Israel + Euronest + Südkaukasus;3292756634;DIE LINKE
441;peter_jahr;Als CDU-Abgeordneter. Für Sachsen. In Europa. Hier twittern mein Brüsseler Team & ich.;3119157183;CDU
442;markuspieperMEP;"Parlamentarischer Geschäftsführer der CDU/CSU Gruppe im Europäischen Parlament.
Abgeordneter für das Münsterland.";2979616235;CSU
443;MHohlmeier;Für Oberfranken und die @CSU im Europäischen Parlament. Chair of the Budgetary Control Committee (CONT), Member of the Committee on Budgets and of the CCC;2904048473;CSU
444;sabineverheyen;Mitglied des Europäischen Parlament Vorsitzende Im Ausschuss für Kultur und Bildung Christlich Demokratische Union Deutschlands / CDU;2606242467;CDU
445;UdoBullmann;Chair @EP_HumanRights, Coordinator @TheProgressives in @EP_Development, @SPDEuropa, Hesse, political sponsor #RaminPouramin;2461432297;SPD
446;HelmutScholzMEP;"MdEP @Left_EU aus Brandenburg. 
Sprecher für Handel, EU-Verträge & EP-Reform. 
Mitglied in den EP-Delegationen USA, #China, #EuroNest, Belarus & Moldau.";2449051215;DIE LINKE
447;hildebentele;Mitglied des Europäischen Parlaments | #MEP | #Berlin | @eppgroup | @cduberlin | #DEVE #ENVI #ITRE | rapporteur EU strategy critical raw materials;2429391577;CDU
448;ConstanzeKrehl;View are my own, Not of my employer.;1,40849E+18;SPD
449;schulzeeuropa;Minister für Wirtschaft, Tourismus, Landwirtschaft und Forsten des Landes Sachsen-Anhalt // Landesvorsitzender @cdulsa;2339095172;CDU
450;Dr_KlausBuchner;Prof. Dr. Klaus Buchner, ehem. EU-Abgeordneter der ÖDP, ehem. Univ.-prof. TU München. Aktuell im politischen (Un)Ruhestand. Hier twittert Team Buchner (TB);2257770468;ÖDP
451;MarkusFerber;"Europaabgeordneter; Sprecher der EVP-Fraktion im Ausschuss für Wirtschaft und Währung; Vorsitzender der Hanns-Seidel-Stiftung";1949513514;CSU
452;henrikehahn;Member @Europarl_de @GreensEFA for @Gruene_Bayern 🏭🌱Fighting for #GreenIndustry #ChipsAct #CRMA #RawMaterial #GreenEconomy #GreenNewDeal Working on🇺🇸🇨🇳;1601699341;Bündnis 90/Die Grünen
453;BirgitSippelMEP;🇪🇺 Mitglied des @europarl_EN 🗣️ Sprecherin der @theprogressives im Ausschuss für bürgerliche Freiheiten, Justiz & Inneres 📍Soest, NRW;1580316804;SPD
454;ErnstCornelia;Sächsische MdEP @dieLinkeEP Innenausschuss & Industrieausschuss. MEP @Left_EU Committee for Civil Liberties (LIBE) & Committee for Industry and Energy (ITRE).;1225229076;DIE LINKE
455;KrahMax;Maximilian Krah, Dr. iuris, MBA der Columbia Business School, Vater, Mitglied des Europäischen Parlaments und des Bundesvorstands der AfD.;1162901370;AfD
456;delarabur;SPD-Europaabgeordnete, umwelt-&klimapolitische Sprecherin @spdeuropa, #GreenDeal wie ne 🍉: grüne + öko Schale, roter + gerechter Kern! 🙃;1133570430;SPD
457;svenja_hahn;🇪🇺 Abgeordnete @fdpineuropa • Vice President @aldeparty • Vorsitzende @fdp Fachausschuss Internationale Politik • Handel, Binnenmarkt, Digitales •;1124773536;FDP
458;k_langensiepen;Member of Europäischen Parlaments | MEP | Greens/EFA Stellv. Vorsitzende d. Sozialausschuss (EMPL) Mitglied im Aussen+Binnenausschuss (AFET+ IMCO) ♿️(she/her);950392790;Bündnis 90/Die Grünen
459;ANiebler;MdEP für Oberbayern & München in der EVP, Vors. der CSU-Europagruppe & stv. CSU-Parteivorsitzende, ITRE & JURI ☞ Industriepolitik, Digitales, KI...;886420428;CSU
460;schirdewan;"Ko-Parteivorsitzender @dielinke; MdEP, Ko-Fraktionsvorsitzender der Linken im Europäischen Parlament @LEFT_EU; 
MEP, co-chair THE LEFT";743724264;DIE LINKE
461;MarionWalsmann;Waschechte Erfurter Puffbohne mit Herz für Heimat und Familie. Einzige Thüringer Abgeordnete im Europäischen Parlament. JURI+IMCO #Thüringen in #Europa;576234213;Europäische Volkspartei
462;TerryReintke;Feminism. Social justice. Fundamental Rights. Co-President of @GreensEFA in the European Parliament (she/her). 🌈🇪🇺✨;560188351;Bündnis 90/Die Grünen
463;SLagodinsky;MEP @GreensEFA 🇪🇺 Fighting for European Values&Fundamental/digital rights 🌐 Working on🇹🇷🇺🇸🇷🇺 🌻#Berlin #Brandenburg #HH 🐘 @SLagodinsky@gruene.social;436470131;Bündnis 90/Die Grünen
464;JuttaPaulusRLP;"EU Parliament @GreensEFA #ScienceGoesPolitics, fighting for environment, climate biodiversity, energy transition JuttaPaulus@mastodon.online
Born at 322 ppm CO2";433766266;Bündnis 90/Die Grünen
465;OezlemADemirel;"Abgeordnete im #EU Parlament DIE #LINKE (The Left)
#Frieden✌#Soziales💯 #Gerechtigkeit ❤
Leben einzeln und frei wie ein Baum & geschwisterlich wie ein Wald...";406893885;DIE LINKE
466;jcoetjen;Liberaler. #MEP für @RenewEurope und @fdp aus #Niedersachsen.;370708213;FDP
467;daniel_freund;Green Member of the European Parliament 🌻 fighting against corruption and for a European Federal Republic 🇪🇺;306868006;Bündnis 90/Die Grünen
468;AxelVossMdEP;🇪🇺🇩🇪MEP for the Rhineland @cdu. @eppgroup coordinator in @EP_Legal. Works on #AI, #Metaverse and #duediligence. Account managed by team.;246295381;CDU
469;nicosemsrott;Member of the European Parliament (MEP);225761424;Bündnis 90/Die Grünen
470;ErikMarquardt;Mitglied im Europaparlament | Parteirat @die_gruenen | Anfragen: erik.marquardt@europarl.europa.eu;149441850;Bündnis 90/Die Grünen
471;nnienass;"Member of the European Parliament @GreensEFA. 
All things #space & Rural Areas 
🇪🇺🌻🚀
Chair of @EuropaUnion_EP";147947516;Bündnis 90/Die Grünen
472;michaelgahler;"Europa-Abgeordneter
(Mitglied der EVP-Fraktion im Europäischen Parlament)";102642856;CDU
473;MartinHaeusling;Biobauer 👨‍🌾, Mitglied des EU-Parlaments/ Member of the European Parliament🇪🇺, Sprecher für Agrarpolitik der Grünen/EFA, Mitglied im EU-Umweltausschuss🌻🐝🌍;82912952;Bündnis 90/Die Grünen
474;ChSchneider;𝕡𝕗𝕒𝕖𝕝𝕫𝕖𝕣𝕚𝕟 & 𝕖𝕦𝕣𝕠𝕡𝕒𝕖𝕖𝕣𝕚𝕟 | Mitglied des Europäischen Parlaments | @CDU_CSU_EP;56136971;CDU
475;DrStefanBerger;MEP (CDU) | Ausschuss Wirtschaft & Währung | NRW | ➡️ Berichterstatter für Markets in Crypto-Assets (MiCA) | Digitalisierung, Finanzen, Wirtschaft;46128473;CDU
476;peterliese;"Dr. Peter Liese - Europaabgeordneter für Südwestfalen; Impressum: https://t.co/gOXDmFJjsx";42590805;CDU
477;EuropaJens;"Nerd aus Essen. Vorsitzender der Europa-SPD @SPDEuropa; twittert über sozialdemokratische Politik und was sonst Europa und die Welt besser machen könnte!";36347303;SPD
478;Andreas_Schwab;Member #MEP @europeanparliament @eppgroup @cdu_csu_ep coordinator for @ep_singlemarket #digital #competition #EUswitzerland;31099936;CDU
479;ViolavonCramon;Mutter v 4 Kindern, Außenpolitik #Kosovo #Wissenschaft #niedersachsen #thüringen #osteuropa #erweiterung #sport #antikorruption 💬Threema: 4VWH9BH6;30507250;Bündnis 90/Die Grünen
480;moritzkoerner;Abgeordneter @Europarl_DE • Generalsekretär der @fdp_nrw • Präsidium @fdp • Haushalt 💶 Rechtsstaat 🗽 Bürgerrechte 👮‍♂️;21794101;FDP
481;MartinSonneborn;M.A.-Arbeit über die absolute Wirkungslosigkeit moderner Satire. Hält es für witzig, trotz seinerzeit schlüssiger Argumentation heute im EU-Parlament zu sitzen;20463983;DIE PARTEI
482;ManfredWeber;Bayer & Europäer, EVP-Partei- und Fraktionsvorsitzender, @CSU-Vize - Bavarian & European, President @EPP & Chairman @EPPGroup;20399735;CSU
483;micha_bloss;🇪🇺 Member of European Parliament | @GreensEFA | 💯 Working on European Climate Action, Electricity Market Design & #FitFor55 | from Stuttgart;20344328;Bündnis 90/Die Grünen
484;svensimon;Member of the European Parliament;19207204;Europäische Volkspartei
485;woelken;Sozialdemokrat, Nordlicht, Technikfan, Europäer & Mitglied im Europäischen Parlament, @TheProgressives coordinator for Environment, Public Health & Food Safety;18174975;SPD
486;Doleschal;🇪🇺 Mitglied des Europäischen Parlaments | MEP | Landesvorsitzender der @jubayern | @CSU | @eppgroup | #Dole4Europe #Oberpfalz;17782837;CSU
487;caspary;🇪🇺 Mitglied des Europäischen Parlaments ▫️ Vorsitzender der @CDU_CSU_EP im @EuroParl_DE ▫️ Stellvertretender Landesvorsitzender der @CDU_BW 🇩🇪 #wegenmorgen;17780822;CDU
488;berndlange;@SPDEuropa & @TheProgressives MEP @Europarl_DE NDS | Handelsausschuss (INTA) -Vorsitzender |Vorsitz CCC|Co-Vorsitz UK Contact Group EP Tweets:Bernd Lange & Team;17576181;SPD
489;RasmusAndresen;fighting for a fair and climate neutral economy, a Green New Deal, 🏳️‍🌈, speaker of @Gruene_Europa, budget coordinator @greensefa, MEP, he/him;16606874;Bündnis 90/Die Grünen
490;SkaKeller;Member of @GreensEFA;16600393;Bündnis 90/Die Grünen
491;b_riexinger;Mitglied des Bundestages für den Wahlkreis Stuttgart. 2012 bis 2021 Parteivorsitzender DIE LINKE. Gewerkschafter. Für einen LINKEN Green New Deal.;849012308;DIE LINKE
492;GoeringEckardt;Vizepräsidentin des Deutschen Bundestages | MdB @GrueneBundestag | aus #Thüringen | #Ökologie 🌻 #Gerechtigkeit 🌍 #Zusammenhalt 💚;626287930;Bündnis 90/Die Grünen
493;PetraPauMaHe;MdB #LINKE #Vizepräsidentin #Bundestag #MaHe, bis 2017 #NSU-PUA, für #Bürgerrechte & #Demokratie, #Religionspolitik, gegen #Rassismus #Antisemitismus #Nazis;560467206;DIE LINKE
494;JTrittin;MdB Bündnis 90/Die Grünen & Wahlkreis Göttingen & Werder-Fan. Team twittert mit //TT;485751594;Bündnis 90/Die Grünen
495;peteraltmaier;Bürger, Deutscher & Europäer. Bundesminister a.D. Ehemaliges Mitglied des Deutschen Bundestages, CDU.;378693834;CDU
496;jensspahn;Mitglied des Deutschen Bundestags | Stv. Fraktionsvorsitzender @cducsubt | Präsidiumsmitglied @CDU | Westmünsterländer | Team Spahn (TS);299650387;CDU
497;ThomasOppermann;Hier twittert Thomas Oppermann,MdB, Vizepräsident des Deutschen Bundestages , SPD;293066780;SPD
498;ernst_klaus;Vorsitzender des Ausschusses für Klimaschutz und Energie im @Bundestag. Mitglied der @Linksfraktion. Tweets von Klaus und Team.;64994645;DIE LINKE
499;andreasscheuer;Bundesminister a.D. · Mitglied des Deutschen Bundestags · Themen: 🚀Innovation 💻Digitalisierung 🛸Mobilität 🛰Tech 🌏Internationale Vernetzung 🇩🇪Politik;50315139;CSU
500;SWagenknecht;Mitglied des Deutschen Bundestages;47375691;DIE LINKE
501;juergenhardt;Außenpolitischer Sprecher der CDU/CSU-Fraktion im Deutschen Bundestag Hier twittern Jürgen Hardt (JH) und das Team Hardt (TH) RT≠Endorsement;38467606;CSU
502;petertauber;Historiker, Autor, Reserveoffizier, Parlamentarischer Staatssekretär a.D., Waidmann, Christdemokrat, das Bild ist von @toko. 🌲🌲🌲🌲;22260144;CDU
503;CarenLay;Aktivistin • Politikerin (MdB, DIE #LINKE) • Feministin • Wk #Bautzen • #Mietenwahnsinnstoppen • #Clubsterbenstoppen • Youtube: https://t.co/CpmbrhmRAe;21404382;DIE LINKE
504;bueti;MEP;20610385;Bündnis 90/Die Grünen
505;FlorianPronold;Florian Pronold, Rechtsanwalt, Parl. Staatssekretär a.D., ehem. Bundestagsabgeordneter (2002-2021);19257571;SPD
506;MartinSchulz;Glühender Sozialdemokrat und Europäer.;17675072;SPD
507;davidmcallister;Vorsitzender des Auswärtigen Ausschusses / Chair of the Foreign Affairs Committee | Mitglied des Europäischen Parlaments 🇪🇺;17621447;Europäische Volkspartei
508;nouripour;Chairman German Green Party @Die_Gruenen, für Frankfurt im Bundestag, für Frieden und @Eintracht international, آزادى;16674128;Bündnis 90/Die Grünen
509;DorisSenger_MdL;"Mitglied des Landtags.
Ich bin seit 2013 in der AfD und seit 10. Juli 2019 Mitglied im Landtag von Baden-Württemberg.";1,13656E+18;AfD
510;nicolasfink_mdl;Mitglied des Landtags für den Wahlkreis Esslingen | Familienmensch, Roter (politisch), Dunkelroter (Fußball), Bassist, Turnschuhfreak 👨‍👩‍👧‍👧🔴⚽️🎸👟;1,08269E+18;SPD
511;SabineKurtzMdL;🌾 Staatssekretärin im Ministerium für Ernährung, Ländlichen Raum und Verbraucherschutz 🏡 Abgeordnete Wahlkreis Leonberg 📍 Mitglied @CDU_FraktionBW;1,0409E+18;CDU
512;volkerschebesta;Abgeordneter @Landtag_BW, @CDU_FraktionBW, Staatssekretär @KM_BW, Diözesanrat @bistumfreiburg, stv. LV @bibverband, @scfreiburg, #mountainbike, #inliner;1,03473E+18;CDU
513;AntonBaronAfD;Offizieller Account von Anton Baron | Fraktionsvorsitzender | Mitglied der #AfD-Fraktion im Landtag von Baden-Württemberg (#LtBW);9,89038E+17;AfD
514;DrChristinaBaum;von 2016-2021 für die AfD im Landtag BW. Wahlkreis 23, Main-Tauber. Jetzt Bundestagsabgeordnete der AfD. Landesgruppe Baden-Württemberg;9,559E+17;AfD
515;CarolaWolle;Für die #AfD im Landtag Baden-Württemberg, WK 20 - Neckarsulm, Mitglied & stellv. Vorsitzende im Ausschuß Wirtschaft, Arbeit & Wohnungsbau, Ausschuss Soziales;9,55532E+17;AfD
516;RollandGabi;"Landtagsabgeordnete #Freiburg II /
Sprecherin für Umwelt und Hochschule bei @spdlandtagbw /
Stv. #SPD-Landesvorsitzende #spdbw";9,23882E+17;SPD
517;DanielKarrais;🗣Vorsitzender Ausschuss für Umwelt, Klima & Energiewirtschaft @landtag_bw |Digital- & Klimapolitischer Sprecher 💻🌍 der @fdpdvpfraktion |Wahlkreis Rottweil📍;8,4905E+17;FDP
518;HPStauch;Ehemaliger AfD-Abgeordneter für den Wahlkreis Hechingen-Münsingen (WK 61) im Landtag von Baden-Württemberg (* vom MdL gepostet);8,26039E+17;AfD
519;HagelManuel;Fraktionsvorsitzender der @CDU_FraktionBW, Abgeordneter für den Alb-Donau-Kreis, Kommunalpolitiker und VfB-Fan;8,20634E+17;CDU
520;reich_gutjahr;FDP Kreisvorsitzende Stuttgart, bis 2021 MdL @fdpdvpfraktion. Sprecherin für #Wirtschaft #Wohnungsbau #Umwelt . Twitter selbst (RG);7,45538E+17;FDP
521;FabianGramling;🇩🇪 Bundestagsabgeordneter @cdu 🗂🦸 #Versorgungssicherheit 🔋 #Kreislauf ♻️ #Innovation 🚀 & Games 🎮 @vfb ⚪️🔴 Impressum 👇;7,38358E+17;CDU
522;udostein_mdl;Jagdpolitischer Sprecher der @AfDFraktionBW | Stv. Landessprecher;7,27445E+17;AfD
523;stefanfulstblei;Landtagsabgeordneter für den Mannheimer Norden, Vorsitzender der SPD Mannheim und stellv. Vorsitzender der @spdlandtagbw;4232451184;SPD
524;Martin_Hahn_MdL;Landtagsabgeordneter (Bündnis 90/ Die Grünen) für den Bodenseekreis;3457970789;Bündnis 90/Die Grünen
525;USckerl;Hundeliebhaber, Kurpfälzer, Parlamentarischer GF Grüne im Landtag BW;3240111371;Bündnis 90/Die Grünen
526;nicolerazavi;Mitglied des Landtags von BW. Ministerin für Landesentwicklung und Wohnen. Ehrenvorsitzende CDU Kreisverband Göppingen. Präsidentin Turngau Staufen.;2486453902;CDU
