X,twitter_handle,example,user_id,party,label
9,spdbt_netz,Hier twittert die Arbeitsgruppe Digitales der SPD-Bundestagsfraktion. Impressum: https://t.co/si2fLgkKg8,127620350,SPD,2
16,DagmarFreitag13,MdB 1992-2021 • SPD • Transatlantikerin  • Vors. Sport-Ausschuss 2009-2021 • Sauerland • Leichtathletik • Anti-Doping • True Athletes •,1.12891625898396E+018,SPD,2
17,ElisabethMotsc1,Mitglied des Deutschen Bundestages von 2013-2021 |Staatsrätin a.D. | Bremen,1.1355101772922E+018,CSU,2
21,ruetzelbernd,MdB | Main-Spessart/Miltenberg | Vorsitzender des Ausschusses Arbeit und Soziales | SPD-Bezirksvorsitzender Unterfranken,1.11300272373399E+018,SPD,2
26,BerndWestphal2,"politisch, pragmatisch, SPD",1.07166522312025E+018,SPD,2
3,reinhardbrandl,Mitglied im Verteidigungsausschuss 🇺🇦   Mitglied im Ausschuss für Digitales   Sprecher für Digitales   @cducsubt,262730721,CSU,3
8,cducsupm,Alle Pressemitteilungen der @cducsubt auf einen Blick!  Hier wird automatisiert getwittert • Impressum: https://t.co/KGbVUwXufa,308215277,CSU,3
10,cducsubt,Die Unionsfraktion im Deutschen Bundestag • Fraktionschef: @_FriedrichMerz  • Sprecher: @warrings • Impressum: https://t.co/mrapTIrRLC,26085533,CSU,3
12,thorsten_frei,MdB •Erster Parlamentarischer Geschäftsführer @cducsubt •Stv. Landesvorsitzender @cdu_bw •Oberbürgermeister a.D. •Jurist •Familienvater,1.18159857850821E+018,CDU,3
15,MPatzeltCDU,"@CDU MdB a.D. für Frankfurt(Oder)- Oder-Spree. Themen: #Familien, #Menschenrechte & #Ehrenamt",1.15907227772659E+018,CDU,3
19,StegemannAlbert,Agrarpolitischer Sprecher der CDU/CSU-Bundestagsfraktion,1.12796122829313E+018,CSU,3
25,AntjeTillmann,"CDU Bundestagsabgeordnete für Erfurt, Weimar und das Grammetal - Finanzpolitische Sprecherin der CDU/CSU- Bundestagsfraktion",1.08292576331637E+018,CSU,3
29,_ThomasRachel,"direkt gewählt für den Kreis Düren🍀, NRW | Parl. Staatssekretär a.D. | Religionspolitischer Sprecher @cducsubt | Entwicklungspolitik🌾| Auswärtiges 🤝🌎",1.05252217271738E+018,CDU,3
33,DaniLudwigMdB,"Bundestagsabgeordnete der @CSU    Ausschussvorsitzende, Wahlkreis Rosenheim / Bayern, Vorsitzende @brkrosenheim",1.01982660502292E+018,CSU,3
60,MBiadaczMdB,"🏛 im Bundestag für den Landkreis Böblingen | 🖤 CDUler | 🦾 Digitales, Arbeit & Soziales | 🇪🇺 überzeugter Europäer",9.35815000006052E+017,CDU,3
22,HoffmannForest,MdB | FDP-Fraktion | Stv. Vorsitzender des Ausschusses für wirtschaftliche Zusammenarbeit und Entwicklung | Südbaden | Förster | Bürgermeister a.D.,1.08529238120522E+018,FDP,4
28,nicole_ae_bauer,Mitglied des Bundestages für Niederbayern | FDP | Sprecherin für Frauenpolitik und Diversity | Mittelstand & Innovation | Ingenieurin 🚀,1.06187397976026E+018,FDP,4
36,mseesternpauly,Mitglied des Bundestages | Familienpolitischer Sprecher @fdpbt | Osnabrücker Land | https://t.co/fS2hk7f7An,1.00609979388882E+018,FDP,4
38,RenataAlt_MdB,MdB | Vorsitzende des Ausschusses für Menschenrechte und humanitäre Hilfe | Mitglied @fdpbt-Fraktionsvorstand,1.00183720127622E+018,FDP,4
39,BrittaDassler,Bundestagsabgeordnete aus Herzogenaurach für die @FDP | Sportpolitische Sprecherin der @fdpbt,9.98867063272922E+017,FDP,4
20,HerbrandMarkus,"MdB | Finanzpolitischer Sprecher und Obmann im #Finanzausschuss | #FDP | #Eifel | Begeisterung für #Politik, (Rock-)Musik, @fckoeln & ausgiebige Wanderungen",9.97138767763751E+017,FDP,4
21,MdBKlein,Landesgruppenchef der @fdplgby Bundestagsabgeordneten #MdB | Obmann im Haushaltsausschuss für die @fdpbt | Stadtrat in Aschaffenburg,9.95228292023086E+017,FDP,4
22,NicoleWestig,#MdB | Pflegepolitische Sprecherin @fdpbt,9.89125229682526E+017,FDP,4
23,ulrichlechte,MdB aus Regensburg | Außenpolitischer Sprecher @fdpbt | Obmann im Auswärtigen Ausschuss | Stellv. Landesvorsitzender @fdpbay,9.88765113606918E+017,FDP,4
25,theliberalfrank,Für die @fdpsachsen Mitglied des Deutschen Bundestages | @fdpbt | Auswärtiger Ausschuss | Freiheit ist alles außer selbstverständlich | Stadtrat in Chemnitz,9.82028002967982E+017,FDP,4
35,DrRobbySchlund,ist ein deutscher Politiker (AfD) und seit 2017 Mitglied des Deutschen Bundestages.    is a German politician (AfD) and member of the German Bundestag since 2017.,1.0090252557536E+018,AfD,5
37,WolfgangWiehle,"Mitglied des deutschen Bundestages (AfD), Mitglied des Haushaltsausschusses und des Verkehrsausschusses",1.00365629958913E+018,AfD,5
50,JoernKoenigAfD,MdB und sportpolitischer Sprecher der @AfD Bundestagsfraktion. Weiterer Schwerpunkt: Digitale Finanzwirtschaft / Kreisvorsitzender Hannover Stadt.,9.60972630709285E+017,AfD,5
70,ChrWirthMdB,"Dr. Christian Wirth, für das #Saarland und die #AfD im Bundestag",9.2019396793702E+017,AfD,5
71,Martin_Sichert,"Hier twittert Martin Sichert, Gesundheitspolitischer Sprecher der AfD im Deutschen Bundestag",9.18205860862382E+017,AfD,5
72,JuergenBraunAfD,"@AfDimBundestag-Abgeordneter | Sprecher für #Menschenrechte, Obmann im Ausschuß für Menschenrechte im #Bundestag; #Umweltausschuß | https://t.co/YlgpsEon92",9.17756296555893E+017,AfD,5
72,Th_Seitz_AfD,Rechtspolitischer Sprecher der @AfDimBundestag und Mitglied des Kreistages des Ortenaukreises,9.1335883873631E+017,AfD,5
75,SteffenKotre,MdB 20. Deutscher @Bundestag | Energiepolitscher Sprecher der AfD im Bundestag | Tweets: SK&Team,9.12223223231229E+017,AfD,5
76,andreasbleckmdb,"Mitglied der @AfDimBundestag, Umweltpolitiker, Fußballschiedsrichter, verheiratet, konfessionslos",9.1087865253575E+017,AfD,5
79,DrMEspendiller,"MdB, Mathematiker, NRW 📈 Sprecher der Landesgruppe NRW der @AfDimBundestag 📑 Politik mit Zahlen, Daten, Fakten     https://t.co/289KgIEfGE",8.8516782968532E+017,AfD,5
0,ManjaSchuele,"Ministerin für Wissenschaft, Forschung und Kultur denn #ZukunftwirdinBrandenburggemacht, hier privat",8.270907221621E+017,SPD,6
13,juergen_martens,💼 Bundestagsabgeordneter 17-21 | ⚖️ Rechtspolitischer Sprecher 17-21 | Sächs. Justizminister a.D.,1.18768681316882E+018,FDP,6
18,MichaelHennric2,Bundestagsabgeordneter aus dem Wahlkreis Nürtingen,1.13226052737829E+018,CDU,6
20,gitta_connemann,Bundesvorsitzende @MIT_bund,1.12575122520526E+018,CDU,6
23,MaagKarin,Unparteiisches Mitglied beim GBA ehem.Gesundheitspolitische Sprecherin der CDU/CSU Fraktion,1.09502325079055E+018,CDU,6
31,n_roettgen,Mitglied des Deutschen Bundestages | Auswärtiger Ausschuss 🌏 | Optimismus 🚀 Europa 🇪🇺 und Espresso ☕️,1.02016079920816E+018,CDU,6
52,FrStraetmanns,"Ostwestfale seit Geburt! Zur Zeit aktiv in MV, Läufer, Fußballer und Camper .Dies ist mein privater Account!",9.59059951523107E+017,DIE LINKE,6
58,Jacobi_AfD,"Nein.  Nicht F. Jacobi,  ein anderer!",9.22181129222898E+017,AfD,6
62,MieruchMario,Dipl.-Ing.(BA) Mechatronik | industrial automation | kämpft für das freie Mandat | Bundesvorsitzender BFA e.V. | DIG Berlin/BBG |  Glaubwürdigkeit & Integrität,9.3293156101573E+017,Liberal-Konservative Reformer,6
80,BrunnerGanzOhr,"🌈 Für die Menschen und Twitter-Bots ""ganz Ohr"".",8.82929865535705E+017,SPD,6
807,Magnus_Buhlert,"Ingenieur, Naturwissenschaftler, Ehrenamtler, Beamter in Niedersachsen. Lebe mit meiner Familie schwerpunktmäßig in Bremen und zeitweise in Niedersachsen.",53386625,FDP,6
1859,wettafrosch,#💚 privat hier #Berlinerin,222081285,Bündnis 90/Die Grünen,6
322,MarcHenrichmann,"Leidenschaftlicher Münsterländer. Für den Wahlkreis Coesfeld-Steinfurt II im Deutschen Bundestag. CDU. Faible für Innenpolitik und den offenen, fairen Dialog.",22608858,CDU,3
1655,TinaWinklmann,gelernte Verfahrensmechanikerin.  Bundestagsabgeordnete. sportpolitische Sprecherin @gruenebundestag. Mitglied im Ausschuss für Arbeit & Soziales.,1.20988972066552E+018,Bündnis 90/Die Grünen,1
967,DragosGruene,Landtagsabgeordneter Niedersachsen B90/GRN | Verbraucherschützer & Europäer | Stadtrat & Kreistagsabgeordneter #Brake #Wesermarsch #Hannover,622519881,Bündnis 90/Die Grünen,1
279,MatthiasHeider,"Rechtsanwalt, MdB, stellv. Vorsitzender im Wirtschaftsauschuss @Bundestag und der @MIT_Bund",152062825,CDU,6
328,AMattfeldt,Seit 2009 direkt gewählter Bundestagsabgeordneter für den Osterholz - Verden im Bundesland Niedersachsen. Inhaber der Kgl. Preußischen Biermanufactur,23227001,CDU,6
269,Andi_Wagner,Tätig als Heilerziehungspfleger | Werkzeugmacher | 2017-2021 Mitglied des Deutschen Bundestag | parteilos | Geschichte & Politik | #GemeinsamZukunftgestalten ☀️,235703205,DIE LINKE,6
921,marcusbocklet,"MdL, Hessen, sozial- und gesundheitspolitischer Sprecher der Grünen Landtagsfraktion",218965191,Bündnis 90/Die Grünen,1
971,DetlevSchulzHen,Fraktionsvorsitzender der Grünen Landtagsfraktion in #Niedersachsen aus #Amelinghausen. Medienpolitischer Sprecher und Bahnjunkie #ltnds,537923299,Bündnis 90/Die Grünen,1
262,pascalmeiser,"Alternder Fußballer & Mitglied des Deutschen Bundestags, WK #Friedrichshain #Kreuzberg #PrenzlauerBergOst & Vorsitzender DIE LINKE Friedrichshain-Kreuzberg",312532722,DIE LINKE,0
1611,UliGroetsch,"Mitglied des Bundestages, Kreisrat, etc selten privat aber immer im Einsatz für Freiheit und Demokratie",8.67351565757239E+017,SPD,6
1593,SaskiaLudwigCDU,"Mitglied des Landtages Brandenburg - WK 19, liebt Familie, Freiheit und Fairness. LEGO-Coach",272261226,CDU,6
,,"MdL Landtag MV, Mitglied der Stadtvertretung Neubrandenburg



it's not easy to be green, hier privat unterwegs



retweet bedeutet nicht automatisch Zustimmung",,,1
239,LieblingXhain,Rechtsanwältin | Lawyer 💚 Mitglied des Bundestages | Member of Deutscher #Bundestag 🌻 #wk83 #Friedrichshain #Kreuzberg #PBergOst #Berlin,587862375,Bündnis 90/Die Grünen,
389,AnetteKramme,"Parlamentarische Staatssekretärin bei der Bundesministerin für Arbeit und Soziales, MdB",1261705757,SPD,6
235,JanaSchimke,"Bundestagsabgeordnete, Vorsitzende des Tourismusausschuss im Deutschen Bundestag, stv. Vorsitzende der Mittelstandsunion (MIT)",728990858,CDU,3
1802,guterolaf,Umweltstaatssekretär a.D. im Grünen Herzen Deutschlands - hier privat,9.02725350052893E+017,Bündnis 90/Die Grünen,1
1527,dirk_liebe,#Privat | #Berliner in der dritten Generation | #UNVEU | @bsb_berlin,1.13320273832277E+018,SPD,6
883,holger_bellino,Parlamentarischer Geschäftsführer der CDU-Fraktion im Hessischen Landtag,1.02393289097396E+018,CDU,3
,,"Direkt gewähltes Mitglied des Abgeordnetenhauses von Berlin  



-  vor Ort. in Kaulsdorf-Nord und Hellersdorf-Süd",,,6
221,peter_jahr,Als CDU-Abgeordneter. Für Sachsen. In Europa. Hier twittern mein Brüsseler Team & ich.,3119157183,CDU,3
1013,Fabian_Schrumpf,NRW Landtagsabgeordneter für den Essener Süden | Sprecher für Bauen 🏗 und Wohnen 🏡 der CDU Landtagsfraktion | Vater von vier Töchtern 👨‍👩‍👧‍👧👶🏼👶🏼,7.36638316976722E+017,CDU,3
1257,OpheliaNick,Bundestagsabgeordnete (MdB) und parl. Staatssekretärin im BMEL – B’90/Die Grünen | Für eine zukunftsfähige Land- und Ernährungswirtschaft 🌻🥕🚜,2527051226,Bündnis 90/Die Grünen,1
1253,SaschaMuller,"MdB für BÜNDNIS 90/DIE GRÜNEN, WK Nürnberg-Süd/Schwabach. Obmann im Finanzausschuss des Deutschen Bundestages. Co-Sprecher der bayerischen Landesgruppe.",52793798,Bündnis 90/Die Grünen,1
2000,BMVg_Bundeswehr,Bundesministerium der Verteidigung. Presseanfragen nur via https://t.co/ZzaxS9pMUq | German MoD official | Also follow: @bundeswehrinfo,1.12170096112531E+018,NA,6
1217,Macit_SPD,🏛 Bundestagsabgeordneter 🔴 Sozialdemokrat 📌 Wahlkreis Ludwigsburg 👨‍⚖️ Rechtsausschuss 🇩🇪🇹🇷 Sprecher in der Dt./Türk. PG,572582030,SPD,2
,,"Bayerisches Staatsministerium für Gesundheit und Pflege – Offizieller Twitter Account.



Informationen zu Gesundheit und Pflege in Bayern und zur Corona-Pandemie.",,,6
828,BarisOenes,"Abgeordneter | Volljurist⚖ | Arbeiterkind | Sozialdemokrat | In Hamburg-Billstedt aufgewachsen | Für eine💯% tolerante, gerechte & soziale Gesellschaft",2285038029,SPD,2
565,Johannes_Becher,"Mitglied des Bayerischen Landtags, B90/Grüne. Themen: Kommunales, frühkindliche Bildung, Flugverkehr. Vize der Kinderkommission. Stadtrat, Kreisrat.",8.07126581128516E+017,Bündnis 90/Die Grünen,1
,,"MdL, Vizepräsident,



Sprecher für lebenslanges Lernen,  B90/Die Grünen im Bayerischen Landtag",,,1
577,RichardGraupner,"AfD-Fraktion Landtag Bayern, innenpolitischer Sprecher",3822651715,AfD,5
518,HPStauch,Ehemaliger AfD-Abgeordneter für den Wahlkreis Hechingen-Münsingen (WK 61) im Landtag von Baden-Württemberg (* vom MdL gepostet),8.26039153301266E+017,AfD,5
820,filizdemi,"Mitglied der Hamburgischen Bürgerschaft / Sprecherin für Arbeitsmarkt, Migration und Antidiskriminierungspolitik der Grünen Fraktion",2976072813,Bündnis 90/Die Grünen,1
1285,HeikeWernerTH,"Thüringer Ministerin für Arbeit, Soziales, Gesundheit, Frauen und Familie; Mitglied Landesvorstand LINKE Thüringen",3197621226,DIE LINKE,0
1203,Connylue,"Fraktionsvorsitzende Grüne Sachsen-Anhalt 🌻 | Klimaschutz, Mobilitätswende und Demokratiesicherung",56629516,Bündnis 90/Die Grünen,1
658,regina_kittler,"„Ändere die Welt, sie braucht es!“(Brecht) Vorsitzende dbv Berlin; Kultur & Bildung; Linksfraktion #MaHe, private Meinung",7.15122623390915E+017,DIE LINKE,0
,,"Minister des Innern in NRW. Aus dem Bergischen Land, von 2004 - 2017 im Europäischen Parlament.",,,6
,,"Ökonom, Bürgermeister a.D., Beauftragter Arbeitnehmerkammer Bremen; Board of Directors Forum of Federations; Beratung 42.0; mag Rennrad, #Werder u Monferrato",,,6
1099,hendrikhering,"Präsident des Landtags Rheinland-Pfalz, Kreistagsmitglied im Westerwaldkreis, Staatsminister a.D.",220228906,SPD,6
1737,patrickrappmdl,"Mitglied des Landtags von Baden-Württemberg - Staatssekretär im Ministerium für Wirtschaft, Arbeit und Tourismus - Wahlkreis Breisgau",1.05202132527708E+018,CDU,6
,,MdB direkt gewählt für Heidelberg Neckar/Bergstraße | Parlamentarische Staatssekretärin @BMWK | privater Kanal | Toots: https://t.co/Z4amQcAj9e,,,6
1210,SerapGueler,MdB & Mitglied des Verteidigungsausschusses. Stellv. Mitglied im Innenausschuss/ Bundesvorstandsmitglied CDU/ stellv. Vorsitzende der CDU Köln,2625960522,CDU,3
850,YusufUzundag,Abgeordneter der Hamburgischen Bürgerschaft. Sprecher für freiwilliges Engagement GRÜNE Fraktion.,2232282311,Bündnis 90/Die Grünen,1
853,DenizCelikhh,"MdHB der Fraktion DIE LINKE, Fachsprecher für Gesundheit und  Innenpolitik",522321802,DIE LINKE,0
1825,csu_lt,Hier twittert die Pressestelle der CSU-Fraktion im Bayerischen Landtag.,286626781,CSU,3
223,Timon_Gremmels,"Mitglied des Bundestags für Kassel. Schwerpunkt: Erneuerbare Energien. Vors. SPD-Hessen-Nord, stellv. Landesvors. HessenSPD, Sprecher Landesgruppe Hessen 🏳️‍🌈",292809822,SPD,2
2021,Vogel_Axel,"Minister für Landwirtschaft, Umwelt und #Klimaschutz #Eberswalde hier privat",2839261502,Bündnis 90/Die Grünen,6
1855,FischerSeverin,Staatssekretär für Energie und Betriebe bei der @SenWiEnBe - hier privat unterwegs,2732230173,SPD,6
,,"Polizist und etwas Politiker.



Thüringer Landtag - Innenpolitischer Sprecher und im Stadtrat Erfurt",,,6
1881,AfD_MV,Wir sind der Landesverband Mecklenburg-Vorpommern der Alternative für Deutschland,1567658617,AfD,5
1917,SHolthoff,Minister für Bundes- und Europaangelegenheiten sowie Internationales des Landes NRW,1019630232,CDU,6
1918,ch_dammermann,Liberaler Westfale. Staatssekretär a.D.,298203036,FDP,4
723,kaddinsky,"Mitglied des Berliner Abgeordnetenhauses, Grüne Überzeugungstäterin, Sprecherin für Wohnen & Mieten plus Haushaltspolitik, direkt gewählt im WK1 Kreuzberg",22753272,Bündnis 90/Die Grünen,1
1615,groehe,Bundestagsabgeordneter aus dem Rhein-Kreis Neuss. Member of the German Parliament. Stellv. Vorsitzender der CDU/CSU-Bundestagsfraktion und der KAS.,92363832,CDU,3
1021,Alexbrockmeier,Mitglied des Landtags Nordrhein-Westfalen | Jüngster Abgeordneter | 27 | Freie Demokraten | Jura-Student | Insta: _brockmeier,121585108,FDP,4
1919,DirkGuennewig,hier twittert der Staatssekretär im Ministerium der Finanzen  Nordrhein-Westfalen #Düsseldorf. CV: https://t.co/GKaaxYKJnd Foto: B. Engel-Albustin,212551591,CDU,6
771,YAverwerser,"Politikerin, Bildungspolitische Sprecherin, unabhängig, nicht nachtragend",1.13597222377272E+018,CDU,6
1829,Crickerts,Staatssekretär @SenWiEnBe a.D.| Wikimedian (@WikimediaDe) a.D.,52333983,no party affiliation,6
120,MuellerChemnitz,"Lokomotivführer. MdB, Stellvertretender Vorsitzender der SPD-Bundestagsfraktion. Verkehr & Digitales. Stadtrat in Chemnitz. Twittere selbst.",7.82760007275516E+017,SPD,2
1759,Der_FrederiCo,- MdL in NRW - Vorsitzender (NRW Jusos) a.D. / Für die Jusos im Vorstand der NRWSPD,1128863881,SPD,2
2020,joergstb,"Minister für Wirtschaft, Arbeit und Energie des Landes Brandenburg/Team twittert seit dem 30.11.2018 mit",131802180,SPD,6
,,"Mitglied des Bayerischen Landtags, B90/Die Grünen, Vorsitzende im Ausschuss für Umwelt und Verbraucherschutz. 



Gemeinderätin",,,1
,,Landtagsabgeordnete des Wahlkreises 47 (Groß-Gerau) in Hessen.,,,6
1652,TakisMehmetAli,"Deutsch-Grieche, Bundestagsabgeordneter (SPD) im WK Lörrach-Müllheim. Für dich im Ausschuss für Arbeit und Soziales. Teilhabepolitischer Sprecher 🏳️‍🌈",1.21353661206825E+018,SPD,2
1757,SebEhlers,"PGF der CDU-Landtagsfraktion in M-V, Stadtpräsident der schönsten Landeshauptstadt der Welt, Familienmensch, HSV-Fan und vieles mehr.😀",1.37205773685032E+018,CDU,3
596,Andreas_Schalk,Bezirksvorsitzender @JUMittelfranken.,707685125,CSU,3
2033,ARieckhof,"Staatsrat für Wirtschaft in Hamburg, aber hier ausschließlich privat unterwegs",1.38268252239922E+018,SPD,6
1771,GrimmBenne,"Ministerin für Arbeit, Soziales, Gesundheit und Gleichstellung des Landes Sachsen-Anhalt, twittert hier privat",2822730286,SPD,6
1121,Juergen_Renner,"Aufklärung, es geht immer um Aufklärung.🏳️‍🌈 🇪🇺 Saarländer. Sozi.",1187330798,SPD,2
620,GuttenbergerMdL,"Petra Guttenberger MdL, Ihre Landtagsabgeordnete der CSU, Stellv. Vors. Ausschuss Verfassung Recht Mitglied d. Ältestenrat, stellv. Vors. Frauenunion,",66718092,CSU,3
,,"@schluesselburg@berlin.social MdA @dielinkeberlin, (Berlin House of Representatives), Justizpolitiker, Finanzpolitiker, Direktmandat in #Lichtenberg 4, Team=/TS",,,0
1232,KnieseTosca,"#Unternehmerin #Politikerin (Mitglied des 7. Thüringer Landtags, BfTh) #liberal & #bürgerlich #Westfälin & #Thüringerin #privater Twitter-Account",9.21355767688593E+017,AfD,4
239,gabischoff,"MdEP @Europarl_DE, Vizepräsidentin der S&D-Fraktion @TheProgressives🌹 @spdberlin Vizepräsidentin @EuropaUnionDE 🇪🇺🚲 Europäerin, Feministin, Gewerkschafterin",3521939262,SPD,2
1228,JanineMerz,"Sozialdemokratin, Kommunalpolitikerin und Mitglied des Thüringer Landtages. Zuhause in der #Prachtregion.",1.3337535092133E+018,SPD,2
2028,SchuetzKatrin,"Aufsichtsrätin, Staatssekretärin a.D,  2006-2016 MdL, @Frauenimfokus Initiatorin",1.0525133610306E+018,CDU,6
1985,fdpfraktionlsa,"Landtagsfraktion der Freien Demokraten in Sachsen-Anhalt - Den Mensch in den Mittelpunkt stellen, das Land voranbringen",1.21022126237223E+018,FDP,4
1162,MartinDulig,"Ostbeauftragter der Bundes-SPD, stellv. Ministerpräsident des Freistaates Sachsen, Minister für Wirtschaft, Arbeit und Verkehr",50295629,SPD,2
1116,Alex_Schweitzer,Sozialdemokrat. Pfälzer. Minister für #Arbeit #Soziales #Transformation und #Digitalisierung. Für die #Südpfalz im Landtag #RLP. 1.FC Kaiserslautern und 🌱,17939937,SPD,2
1972,SH_CDU,❤️ Wir sind die Schleswig-Holstein-Partei. 💪🏼 #kurSHslten für unser Land.,620307102,CDU,6
203,BB_PRONRW,Neuigkeiten und Kurznachrichten von PRO NRW,1627610538,Bürgerbewegung pro NRW,6
251,MarkusFerber,Europaabgeordneter;  Sprecher der EVP-Fraktion im Ausschuss für Wirtschaft und Währung;  Vorsitzender der Hanns-Seidel-Stiftung,1929513512,CSU,3
1111,MartinHaller,"Landtagsabgeordneter in RLP, Parlamentarischer Geschäftsführer der SPD-Landtagsfraktion, Christ, dem 1.FC Kaiserslautern verfallen, Trompeter, 100% Pfälzer!",25296879,SPD,2
1057,svenwolf,Landtagsabgeordneter seit 2010. #Remscheid und #Radevormwald. #LtNRW #NRW #NRWSPD #Spd-Fraktion-nrw,79136768,SPD,2
1028,GordanDudas,Mitglied des Landtags NRW - NRWSPD-Fraktion,108067720,SPD,2
952,MareikeWulf,Mitglied des Deutschen Bundestages * Abgeordnete für Hameln-Pyrmont – Holzminden * Christdemokratin * FU Landesvorsitzende Niedersachen,1.03779110651821E+018,CDU,3
291,b_riexinger,Mitglied des Bundestages für den Wahlkreis Stuttgart. 2012 bis 2021 Parteivorsitzender DIE LINKE. Gewerkschafter. Für einen LINKEN Green New Deal.,829012308,DIE LINKE,0
1519,der_neukoellner,"🚩 MdA | Mitglied des Abgeordnetenhauses von Berlin 🔥 Sprecher Klima-, Flucht- & Antifaschistische Politik",7.79003265938985E+017,DIE LINKE,0
910,Heinz_Lotz,"Familienmensch, Schornsteinfeger, Sozialdemokrat, Landtagsabgeordneter.",825386093,SPD,2
