"X","twitter_handle","example","user_id","party","label"
2033,"ARieckhof","Staatsrat für Wirtschaft in Hamburg, aber hier ausschließlich privat unterwegs",1382682522399219968,"SPD",6
2037,"AWagnerScheid","Mitglied des Saarländischen Landtags, stv Bundesvorsitzende Frauen Union, Landesvorsitzende FU Saar, Saarländerin, Familienmensch",1062752372992499968,"CDU",3
152,"AWidmannMauz","#MdB Wahlkreis #Tübingen, Staatsministerin a.D., @CDU-Bundesvorstand, Bundesvorsitzende Frauen Union #FU",3351905727,"CDU",3
630,"AWieberneit","*MdA Berlin *Fraktion der FDP Berlin *Arbeitsmarktpolitischer Sprecher *Mitglied im Ausschuss Sport *Mitglied im Ausschuss Bürgerschaftliches Engagement",1210696213961609216,"FDP",4
223,"A_Gloeckner","Bundestagsabgeordnete",976221028,"SPD",6
1515,"A_J_Herrmann","Direkt gewähltes Mitglied des Abgeordnetenhauses von Berlin - vor Ort. in Kaulsdorf-Nord und Hellersdorf-Süd",231728530,"CDU",6
212,"Achim_P","SPD-MdB für Minden-Lübbecke, Vorsitzender NRW-Landesgruppe in der @spdbt & ehrenamtlicher Generalsekretär der SPE. Ich poste ohne Kürzel, mein Team unter (tap).",1117729912,"SPD",2
386,"AdlerGunther","Staatssekretär im Bundesministerium des Innern, für Bau und Heimat",2902652169,"SPD",6
202,"AfD","Unterstütze jetzt die #AfD! Teile unsere Inhalte oder unterstütze uns auf anderem Weg. Wie das geht, erfährst Du hier: https://t.co/k12hvMEDIK",822081278,"AfD",5
1867,"AfDBerlin","•Mitteilungen & Kommentare des #AfD Landesverbandes Berlin •Impressum: https://t.co/boeXTCnann •RT ≠ Zustimmung! • Fraktion: @AfDFraktionAGH",2356198197,"AfD",5
1899,"AfDFraktionRLP","Wir sind Deine Stimme im Landtag!",820192395026657024,"AfD",6
653,"AfDLindemann","Wahlkreis #Marzahn 1 direkt gewonnen, #AFD Fraktion im #AGH, Sprecher für Migration und Remigration, LaVo Mitglied AfD Berlin https://t.co/Zr3aljKX2f",723119080221291008,"AfD",5
203,"AfDProtschka","Agrarpolitischer Sprecher der AfD Fraktion im Bundestag. Landesvorsitzender AfD Bayern",1212287272,"AfD",5
1829,"AfD_Bayern","Hier twittert der bayerische AfD-Landesverband | (@AfD_Bayern)| https://t.co/ang6dbmdzp | Jetzt auch im Landtag | https://t.co/uPacAhaqEs",1375039512,"AfD",5
1830,"AfD_Bayern_LT","Hier twittert die bayerische AfD-Landtagsfraktion | (@AfD_Bayern_LT)| Folgt uns | Unterstützt uns | https://t.co/XeV31M2GuL… |",1052370188229330048,"AfD",5
1881,"AfD_MV","Wir sind der Landesverband Mecklenburg-Vorpommern der Alternative für Deutschland",1567658617,"AfD",5
1898,"AfD_RLP","Der Landesverband der Alternative für Deutschland in Rheinland-Pfalz",2292221262,"AfD",5
1812,"AfD_Thueringen","Twitteraccount des Landesverbandes Thüringen der Alternative für Deutschland (#AfD) | Facebook: https://t.co/BricD2hGeF",2792716895,"AfD",5
1272,"AfDrus","Eugen Schmidt, das Netzwerk '#Russlanddeutsche für die #AfD', kontakt@russlanddeutsche-afd.nrw, https://t.co/kd7sjnezhg, https://t.co/ro6SKdS0vb, https://t.co/SWXVENwklt",806500255870321024,"AfD",5
1557,"AfdJens","Mitglied des Landtags von MV, Agrarpolitischer Sprecher, Landesschatzmeister, Vorsitzender des AfD Kreisverbands VG, Mitglied des Kreistags VG",1323277078628819968,"AfD",5
1166,"AlbrechtPallas","Mitglied des sächsischen Landtags @spdsaxlt #saxlt Stadtvorsitzender der SPD Dresden @spd_dresden",28011376,"SPD",2
1138,"AlexDierksMdL","Mitglied des Sächsischen Landtags & Generalsekretär der @cdusachsen",937761672051265536,"CDU",3
1116,"Alex_Schweitzer","Sozialdemokrat. Pfälzer. Minister für #Arbeit #Soziales #Transformation und #Digitalisierung. Für die #Südpfalz im Landtag #RLP. 1.FC Kaiserslautern und ??",17939937,"SPD",2
170,"AlexanderRadwan","Direkt gewählter Abgeordneter für Bad Tölz-Wolfratshausen und Miesbach. Europa & Auswärtiges, manchmal noch Finanzen. Europapolitischer Sprecher der CSU im BT.",2831760211,"CSU",3
210,"AlexanderSNeu","Politikwissenschaftler - Dr. phil.; ehem. MdB Verteidigungsausschuss; Publizist Außen-, Sicherheits- und Geopolitik.",1182878557,"DIE LINKE",6
223,"AlexandraGeese","#standwithUkraine ?????? Member of EU Parliament @die_gruenen | Vice-President @GreensEFA?? | she/her | TG = Team Geese | ➡️ Mastodon alexandrageese@bonn.social",1019929632108060032,"Bündnis 90/Die Grünen",1
1021,"Alexbrockmeier","Mitglied des Landtags Nordrhein-Westfalen | Jüngster Abgeordneter | 27 | Freie Demokraten | Jura-Student | Insta: _brockmeier",121585108,"FDP",4
95,"Alice_Weidel","Fraktionsvorsitzende der @AfDimBundestag | AfD-Bundessprecherin",833398209053605888,"AfD",5
1632,"Allianz_MTN","Warum es uns geben muss, ist hier nachzulesen. https://t.co/EzC8ij7xZM",3325013513,"Tierschutzallianz",6
1679,"AloisRainer","Vorsitzender des Finanzausschusses im Deutschen Bundestag @cducsubt MdB WK #StraubingBogen #Gäuboden und #Regen #Arberland",1310291780618560000,"CSU",3
962,"AlpKIRCI","⚖️ Rechtsanwalt * WESHALB - DESHALB WARUM - DARUM WESWEGEN - DESWEGEN WOFÜR - DAFÜR WOZU - DAZU. ABER NICHT: WIESO - DIESO!",1102610087,"SPD",6
812,"AlskeFreter","Abgeordnete der Hamburgischen Bürgerschaft ??",1177611232026279936,"Bündnis 90/Die Grünen",6
1376,"AnAudretsch","Stv. Fraktionsvorsitzender @GrueneBundestag | Finanzen, Haushalt, Wirtschaft, Arbeit, Soziales | Im Bundestag für Neukölln | Mastodon @anaudretsch@gruene.social",995519538,"Bündnis 90/Die Grünen",1
609,"AnFRanke","Bayerische Grüne Abgeordnete, Dipl.Designerin, selbstständig, Wiariwui Verlag, Illustration, freie Grafik und Malerei, Gemeinderätin, Kreisrätin, zwei Töchter",260330320,"Bündnis 90/Die Grünen",1
228,"AndersonAfDMdEP","Mitglied im #EUParlament Fachpolitische Sprecherin der ID-Fraktion für Frauenrechte sowie Kultur und Bildung als Koordinatorin in den Ausschüssen FEMM & CULT",900669223122273024,"AfD",6
220,"Andi_Glueck","Europaabgeordneter @fdp und @reneweurope | Sprecher für Umwelt & Gesundheit @fdpineuropa | Baden-Württemberger & Europäer | Retweet≠Endorsement",1125986626503280000,"FDP",4
269,"Andi_Wagner","Tätig als Heilerziehungspfleger | Werkzeugmacher | 2017-2021 Mitglied des Deutschen Bundestag | parteilos | Geschichte & Politik | #GemeinsamZukunftgestalten ☀️",235703205,"DIE LINKE",6
1139,"AndreWendtMdL","#AfD-Mitglied des Sächsischen Landtags #saxlt @AfD-SLT Kreisvorsitzender AfD-Dresden",918031895153299456,"AfD",5
201,"AndreaLindholz","Stellvertretende Fraktionsvorsitzende der CDU/CSU-Bundestagsfraktion Bundestagsabgeordnete der CSU für den Wahlkreis Aschaffenburg (227).",1226031532,"CSU",3
1035,"AndreasBeckerRE","Ehemaliger Landtagsabgeordneter, Ratsmitglied, Sozialdemokrat, Hier auch als radelnder Familienmensch mit Hund, Camper und bekennender Schalker unterwegs.",532919150,"SPD",2
1939,"AndreasBovensc1","Bremer Bürgermeister, Kultursenator und Präsident des Senats, Sozialdemokrat, hier selbstgestrickt unterwegs",1015986511039356928,"SPD",2
1352,"AndreasHenke2","Oberbürgermeister a.D. , Stadt Halberstadt, Mitglied des Landtages Sachsen-Anhalt, Fraktion Die Linke",1197222925221659904,"DIE LINKE",0
722,"AndreasKalbitz","Das offizielle Twitter-Profil des Abgeordneten der AfD-Fraktion im Landtag Brandenburg.",969192366722028032,"AfD",5
1291,"AndreasKrahl1","Grüner MdL @Landtag_Bayern / #Pflegepolitik / Senior*innenpolitik / Fachkrankenpfleger / #Ehrenamt / Vizepräsident @brkaktuell / Bio-Imker",1062712319333912576,"Bündnis 90/Die Grünen",1
1365,"AndreasSilbers1","Fraktionsvorsitzender @fdpfraktionlsa | stellv. Kreisvorsitzender @fdpHalleSaale | Team Silbersack twittert mit dem Kürzel (TAS).",802061839285927936,"FDP",4
158,"AndreasSteier","MdB für Trier und Trier-Saarburg 2017-2021 | Ingenieur und Erfinder mit mehreren Patenten | Künstliche Intelligenz und Innovationen | @cdu @cdurlp @cducsubt",3236928208,"CDU",3
1202,"AndreasSteppuhn","Bundesvorsitzender @Tafel_DE | MdB a.D. & MdL a.D.",58755867,"SPD",6
1302,"AndreasWildAfD","Unternehmer, 59, Vorsitzender des Vereins Freunde der Staatsreparatur e.V. und Stv. Vorsitzender des AfD-Bezirksverbandes Steglitz-Zehlendorf.",776076501239634944,"AfD",5
1122,"Andreas_Nowak12","Direkt gewählter Abgeordneter der CDU im Wahlkreis 29 Leipzig 3, Journalist, Verkehrspolitischer und Medienpolitischer Sprecher, Sächsischer Kultursenator",2828036595,"CDU",3
337,"Andreas_Rimkus","Bundestagsabgeordneter - für Freiheit, Gerechtigkeit und Solidarität - Beauftragter für Wasserstoff der SPD-Bundestagsfraktion",30838821,"SPD",2
596,"Andreas_Schalk","Bezirksvorsitzender @JUMittelfranken.",707685125,"CSU",3
278,"Andreas_Schwab","Member #MEP @europeanparliament @eppgroup @cdu_csu_ep coordinator for @ep_singlemarket #digital #competition #EUswitzerland",31099936,"CDU",3
1852,"AndrejHolm","Stadtsoziologe, Aktivist, parteilos aber parteiisch für die Interessen der Mieterinnen und Mieter. @AndrejHolm@berlin.social",51103685,"no party affiliation",6
299,"AndrejHunko","Aachener Bundestagsabgeordneter @linksfraktion, Mitglied Parlamentarische Versammlung des Europarats (PACE). Das Team twittert mit.",87281380,"DIE LINKE",0
2030,"AndyGrote","Hier twittern der Innen- und Sportsenator und sein Team (*ds).",733179058132089984,"SPD",6
527,"AndyWinhart","MdL @AFD_Bayern_LT ???? | Gute Politik macht man nicht mit Links! | Spitzenkandidat #AfD Oberbayern | Direktkandidat RO-Ost #ltwby23 | @afd_bayern",1070958269539350016,"AfD",5
389,"AnetteKramme","Parlamentarische Staatssekretärin bei der Bundesministerin für Arbeit und Soziales, MdB",1261705757,"SPD",6
938,"Angela_Dorn","Spitzenkandidatin von Bündnis 90/Die Grünen Hessen, Ministerin für Wissenschaft und Kunst in Hessen und Abgeordnete im Hessischen Landtag aus Marburg",17237177,"Bündnis 90/Die Grünen",1
1225,"AnikoMerten","Mitglied des 20. Deutschen Bundestages, WK 50, Braunschweig, Kulturpolitische Sprecherin @fdpbt #immerweiterfunkeln #immerblaugelb",2290321900,"FDP",4
1009,"AnjaButschkau","Seit 2017 SPD-Abgeordnete im Landtag von Nordrhein-Westfalen. Sprecherin der SPD-Landtagsfraktion für Gleichstellung und Frauen, Mitglied im Umweltausschuss.",772603635095204992,"SPD",2
388,"AnjaKarliczek","CDU-MdB für den Wahlkreis Steinfurt III, Bundesministerin a. D. - Impressum: https://t.co/8QX2nAkQQH",2521976692,"CDU",3
699,"AnjaKofbinger","Feministin & begeisterte Homosexuelle| Späti-Fan| Milieuschützerin |",313307285,"Bündnis 90/Die Grünen",0
1296,"AnjaSiegesmund","Designierte Präsidentin des @bde_presse und des @kirchentag_de | Ministerin a.D. | Hier privat.",1225768307,"Bündnis 90/Die Grünen",6
1921,"AnjaStahmann","Die Größte Sehenswürdigkeit, die es gibt, ist die Welt - sieh sie dir an. Kurt Tucholsky,",21022711,"Bündnis 90/Die Grünen",6
969,"Anja_Piel","Mitglied Verdi und im Geschäftsführenden Bundesvorstand des DGB",581035362,"Bündnis 90/Die Grünen",6
813,"AnkeFrieling","MdHB für Wahlkreis Hamburg Blankenese • Stellv. Vorsitzende der CDU Fraktion",1182392262589250048,"CDU",3
1122,"AnkeRehlinger","Mit Kraft und Herz für das Saarland. Ministerpräsidentin des Saarlandes. SPD-Landesvorsitzende. Stellv. SPD-Bundesvorsitzende. Kulturbevollmächtigte ???? ????.",272792689,"SPD",2
1325,"AnkeSimonLU","Landtagsabgeordnete und Ortsvorsteherin aus Ludwigshafen",201792091,"SPD",6
1088,"AnklamTrapp","SPD-Landtagsabgeordnete für den Wahlkreis Rhein-Selz/Wonnegau im schönen Rheinhessen, für Sie ansprechbar. #FraktionRLPSPD Sprecherin für Gesundheitspolitik.",2996782718,"SPD",2
235,"AnnaDeparnay","French-german-swiss MEP, ecologist, mother, forester, nature protecter #Biodiversity #NewMobility, loves movement and transformation. Born 332 ppm. @GreensEFA",825815009021202944,"Bündnis 90/Die Grünen",1
1287,"AnnaGallinaHH","Senatorin für Justiz und Verbraucherschutz der Freien und Hansestadt Hamburg, @GRUENE_Hamburg, hier persönlich, cis, sie/she",860102108,"Bündnis 90/Die Grünen",1
1690,"AnnaLuehrmann","???? - Staatsministerin im Auswärtigen Amt * MdB für Rheingau-Taunus – Limburg * Bündnis 90/Die Grünen (@gruenebundestag) * Persönlicher Kanal",1179715307220620032,"Bündnis 90/Die Grünen",1
851,"AnnaVTreuenfels","Die #liberale #Stimme in der #hhbue | Tweets vom Team: (TT) |#Impressum: https://t.co/JyF8FXzGup",1372267819,"FDP",4
1355,"AnneKeding","Für #Magdeburg im Landtag | Vizepräsidentin des @landtag_lsa",1320022772031119360,"CDU",6
1232,"AnneKoenig_","Westmünsterländerin / MdB / WK Borken II / CDU/CSU-Bundestagsfraktion",2293363728,"CDU",3
1699,"AnneSpallek","MdB @GrueneBundestag #NRW/ Ländliche Räume & Lebensmittelhandwerk/ Leiterin eines landwirtschaftl. Pferdebetriebes/ Unternehmensberaterin/ Promotion Mathematik",1.06621853797e+18,"Bündnis 90/Die Grünen",1
1225,"AnniKlose","Bundestagsabgeordnete der #SPD aus Berlin #Mitte. Zuständige Berichterstatterin für das #Bürgergeld (Abschaffung Hartz IV) im Ausschuss für #Arbeit & #Soziales.",1260753227,"SPD",2
1321,"AnsgarMayr","Mitglied des Landtags von Baden-Württemberg (CDU)",22923520,"CDU",3
1151,"AntjeFeiks","Landtagsabgeordnete DIE LINKE/ Medienpolitik / Ländliche Regionen / Tourismus / Netzpolitik / Datenschutz / MDR Rundfunkrätin",821291157,"DIE LINKE",0
697,"Antje_Kapek","Verkehrspolitische Sprecherin @GrueneFraktionB",210237329,"Bündnis 90/Die Grünen",1
513,"AntonBaronAfD","Offizieller Account von Anton Baron | Fraktionsvorsitzender | Mitglied der #AfD-Fraktion im Landtag von Baden-Württemberg (#LtBW)",989037600899059712,"AfD",5
1661,"ArianeFaescher","Direkt gewählte Abgeordnete für OHV-HVL (WK 58) zur BTW 21‘ für Dich. für morgen. jetzt. ??",1371580189000290048,"SPD",6
1678,"ArmandZorn","✖️Mitglied des Deutschen Bundestages ✖️Finanzen & Digitales✖️Ein Herz für Fußball & soziale Gerechtigkeit",1313187376378908672,"SPD",4
1608,"ArminLaschet","Mitglied des Deutschen Bundestages. Vizepräsident der Parlamentarischen Versammlung des Europarats. Ministerpräsident von Nordrhein-Westfalen 2017-2021",835521662,"CDU",6
1687,"ArminSchwarz","Bundestagsabgeordneter im Wahlkreis 167 Waldeck",1202127231796290048,"CDU",6
1073,"Arndt_Klocke","Landtag @GrueneFrakNRW ??Abgeordneter für Köln Ehrenfeld/Nippes??Themen: Wohnen/Mobilität/Mentale Gesundheit/Queer ????Radfahrer ?? Kino/Kunst/Kultur ??",18839279,"Bündnis 90/Die Grünen",1
882,"ArnoEnnersAfD","Seit dem 18.01.2019 Mitglied des hessischen Landtages für die AFD",1018282307928199936,"AfD",5
789,"ArnoGottschalk","Haushalts- und finanzpolitischer Sprecher der SPD in der Bremischen Bürgerschaft. Sprecher für Klima und Umwelt. Ökonom. Anti-Militarist. Frühsportler, ZEN-i",2720522275,"SPD",2
822,"AstridHennies","Mitglied der Hamburgischen Bürgerschaft, arbeitet beim BAföG-Amt Hamburg, engagiert sich als Personalrätin für die Interessen von 600 Kollegen/Innen, Mutter",2829612797,"SPD",6
907,"AstridWallmann","Präsidentin @Landtag_Hessen",1319312256,"CDU",6
1268,"Astrid_RB","Astrid Rothe-Beinlich, BÜNDNIS 90/DIE GRÜNEN im Thüringer Landtag, Fraktionsvorsitzende, Stadträtin #refugeeswelcome Blockiere Nazis+Rassist*innen",32257652,"Bündnis 90/Die Grünen",1
1712,"AtesGuerpinar","Stellvertretender Parteivorsitzender DIE LINKE MdB, Sprecher für Krankenhaus- & Pflegepolitik und Drogenpolitik @linksfraktion",833020538370720000,"DIE LINKE",0
2011,"AuswaertigesAmt","Aktuelle Nachrichten aus dem Auswärtigen Amt - Auf Englisch: @GermanyDiplo - Impressum, Datenschutz & Netiquette: https://t.co/RMILLWXov8",273268322,,6
1700,"AwetTesfaiesus","moving to mastodon: @awet@cultur.social Rechtsanwältin | Bundestagsabgeordnete Sie/ihr ??⚖️✊??",1035577771853049856,"Bündnis 90/Die Grünen",6
268,"AxelVossMdEP","????????MEP for the Rhineland @cdu. @eppgroup coordinator in @EP_Legal. Works on #AI, #Metaverse and #duediligence. Account managed by team.",226295381,"CDU",3
987,"Axel_Miesner","Landtagsabgeordneter, Kreistag Osterholz, Gemeinderat Lilienthal",17592868,"CDU",6
2022,"AyseAsar2","Staatssekretärin im Hessischen Ministerium für Wissenschaft und Kunst",1098698213263330048,"Bündnis 90/Die Grünen",6
203,"BB_PRONRW","Neuigkeiten und Kurznachrichten von PRO NRW",1627610538,"Bürgerbewegung pro NRW",6
1207,"BHerdejuergen","SPD-Landtagsfraktion Schleswig-Holstein, Parlamentarische Geschäftsführerin",830335695696827008,"SPD",2
811,"BHerrmannHH","Abgeordnete @buergerschafthh. Sprecherin für Kinder, Jugend und Familie @Gruene_Hamburg. Wahlkreis HH-Harburg. Hier twittern meine Mitarbeiterin und ich.",1206281176819945472,"Bündnis 90/Die Grünen",1
1660,"BHerrmann_","Mitglied des Bundestages (MdB) | @GrueneBundestag | Ausschuss Klimaschutz und Energie | Dipl.-Wasserbauingenieur, Planer | #wk163 #Südwestsachsen #Bürgerenergie",1372871859025210112,"Bündnis 90/Die Grünen",1
2005,"BMAS_Bund","Aktuelle Nachrichten aus dem Bundesministerium für Arbeit und Soziales. Alle Inhalte: !B. Impressum: https://t.co/kaENEp2V03",1523215318,,6
1998,"BMBF_Bund","Hier twittert die Social-Media-Redaktion des Bundesministeriums für Bildung ?????? und Forschung ??????️. https://t.co/lsJKxdeL6U",2969727718,,6
2010,"BMFSFJ","Aktuelles aus dem Bundesministerium für Familie, Senioren, Frauen und Jugend. Impressum: https://t.co/mBaawJ7vCt",267321087,,6
1999,"BMF_Bund","Mit verantwortungsvoller und zukunftsorientierter Finanzpolitik ein Klima für Innovation und Investition schaffen.",259092531,,6
1996,"BMG_Bund","Wir sind das Bundesgesundheitsministerium und kümmern uns um Gesundheitsthemen & Gesundheitspolitik. Impressum: https://t.co/hy8JJogwom",2278329112,,6
1997,"BMI_Bund","Willkommen auf dem Twitter-Kanal des BMI. Datenschutz: https://t.co/lZuQaWxRf8 Netiquette: https://t.co/cu2jvq1JUP",588222800,,6
1517,"BMJotzo","Fachanwalt für ???? #Mietrecht + ??️??️ #Baurecht bei JJ+P Jotzo & Partner - Rechtsanwälte | ?? Bezirksvorsitzender @fdpCW | @fdp_berlin",381500201,"FDP",4
2008,"BMUV","Für das Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz twittert das Social-Media-Team des #BMUV.",162620982,,6
2000,"BMVg_Bundeswehr","Bundesministerium der Verteidigung. Presseanfragen nur via https://t.co/ZzaxS9pMUq | German MoD official | Also follow: @bundeswehrinfo",1121700961125314560,,6
2003,"BMWSB_Bund","Aktuelles aus dem Bundesministerium für Wohnen, Stadtentwicklung und Bauwesen. Unsere Ministerin twittert unter @klara_geywitz Datenschutz: https://t.co/msygIJxxO8",1269289892092029952,,6
2006,"BMZ_Bund","Hier twittert das Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ) / Entwicklungsministerium - Impressum: https://t.co/292RnLAOs2",323890282,,6
1328,"BMettenleiter","Kandidat im Wahlkreis Kehl von @die_gruenen für die #Landtagswahl Baden Württemberg",1288875829070619904,"Bündnis 90/Die Grünen",1
612,"BMiskowitsch","Stimmkreisabgeordneter im Bayerischen Landtag",200512312,"CSU",6
1222,"BPfefferlein","✳️ Bündnis 90/Die Grünen Thüringen",3083752916,"Bündnis 90/Die Grünen",1
1632,"BVBFW","Wir sind ein Zusammenschluss aus über 120 Bürgerinitiativen: Die Brandenburger Vereinigten Bürgerbewegungen / Freie Wähler",3052255352,"Freie Wähler",6
1561,"BaalSandy","Unternehmer, Seehotel Krakow am See, Jagdschule Falkenhorst, MdL Mecklenburg-Vorpommern, FDPMV, Landfrau und Dorfkind, Jäger und Bücherwurm, Freigeist",1372800223057910016,"FDP",4
273,"BaerbelKofler","Parlamentarische Staatssekretärin BMZ und SPD-Bundestagsabgeordnete. Hier privat.",193629792,"SPD",2
1513,"BaharHaghani","Vizepräsidentin und Mitglied des Abgeordnetenhauses von Berlin; Sprecherin für Frauenpolitik und Gleichstellung @AGH_Berlin @gruenefraktionb she/her",2351568721,"Bündnis 90/Die Grünen",1
557,"BarbaraRegitz","Direkt gewählte Abgeordnete #nürnberg #nord #LTWBY2018 CSU",927502529229266048,"CSU",3
828,"BarisOenes","Abgeordneter | Volljurist⚖ | Arbeiterkind | Sozialdemokrat | In Hamburg-Billstedt aufgewachsen | Für eine??% tolerante, gerechte & soziale Gesellschaft",2285038029,"SPD",2
1133,"BarthMdl","Abgeordneter der AfD im sächsischen Landtag. Haushalts- und Finanzpolitischer Sprecher Vorsitz Auschuss Regionalentwicklung Stadtrat in Dippoldiswalde",1176203522225499904,"AfD",5
1835,"BauenBewegen","Alle Neuigkeiten rund um #leben #bauen #bewegen ??| Bauministerium ??????‍♂️??‍♀️????????⛪???????????? ??| Verkehrsministerium ??????????⛵??✈??????????????",1029013209955659776,,6
891,"BauerMdL","Brücken bauen. Für die #Bergstraße im Hessischen Landtag #hlt | #CDU Sprecher für #Innenpolitik | Stellv. Vorsitzender CDU-Landtagsfraktion #Hessen #BauerMdL",817007662283336960,"CDU",3
927,"BauernhofKliewe","Erlebnis-Bauernhof Kliewe auf der Insel Rügen - Urlaub auf dem Bauernhof - Hofladen & Restaurant - Reiten, Tiere, viele Freizeitangebote",302522736,"CDU",6
1836,"BayStMI","Herzlich willkommen beim Bayerischen Staatsministerium des Innern, für Sport und Integration. Netiquette, Datenschutz und Impressum: https://t.co/vNwmvmhLqo.",998506962250023040,,6
1839,"BayStMWi","Servus, wir sind der Standort Bayern! ?? ?? Sprecht mit uns über die Themen Energiewende, Wasserstoff, Hightech & Start-ups. Impressum&Datenschutz??",1192772203860901888,,6
1831,"BayernSPD","#MachenStattSödern! Für ein bezahlbares Bayern. Für soziale Politik. Für Dich. https://t.co/ODUEyhtUu7",39992751,"SPD",6
1832,"BayernSPD_Lndtg","Hier zwitschert die Pressestelle der SPD-Fraktion im Bayerischen Landtag (#ltby)",112696822,"SPD",2
208,"Bayernpartei","??Seit 1926 : BESSER FÜR BAYERN .??",52725293,"Bayernpartei",6
916,"BchleS","Landtagsabgeordnete des Wahlkreises 27 (Groß-Gerau) in Hessen.",272861860,"CDU",6
563,"BeateMerk1","Mitglied des Bayerischen Landtags, Staatsministerin a.D. , Rechtsanwältin",820628637566926976,"CSU",6
1552,"BeatrixHegenkt2","sei freundlich und mutig. Vorpommerin. Grafikerin. Gärtnerin. Mama. MdL.",1310901972330045440,"SPD",6
2023,"BeatrixTappeser","Staatssekretärin a.D. @umwelthessen, Biologin",726062902696832000,"no party affiliation",6
1603,"Beatrix_vStorch","#MdB 20. Deutscher #Bundestag, stellv. Fraktionsvors. THERE IS NO SUCH THING AS „MY PRONOUN“ Tweets v. #BvS & Team. https://t.co/SJ6nKYW3cW",805308596,"AfD",6
767,"Ben_Raschke","Fraktionsvorsitzender @GrueneLTBB & Sprecher für Justiz, Tierschutz/ Tierrechte. Mastodon: @ben_raschke@gruene.social",30226966,"Bündnis 90/Die Grünen",1
1097,"Beneoster","MdL in Rheinland-Pfalz",802252129,"SPD",6
1676,"BengtBergt","SPD Bundestagsfraktion | stellv. Sprecher f. Klima & Energie | AfA Vorsitzender Schleswig-Holstein | Erdgas | Windenergie | Netzausbau | vegan",1319921208222320128,"SPD",2
1798,"BenjaminHoff","Father of 3 sons / Minister & Head of State Chancellery @thueringende / @dielinke / my views / RT ≠ endorsements / Not the author of „The Tao of Pooh“ ???? ??✡️",25059129,"DIE LINKE",0
662,"BerlinGestalter","Abgeordneter. Bürgermeister und Senator. Christdemokrat. Berlingestalter. Generalsekretär @cduberlin.",3302771110,"CDU",3
162,"BerndBaumannAfD","MdB Dr. Bernd #Baumann, Wirtschaftswissenschaftler, #AfD Hamburg, 1. Parlamentarischer Geschäftsführer der @AfDimBundestag| @AfD",3023727333,"AfD",5
1082,"BernhardBraunLT","Rheinland-Pfälzer, Fraktionsmitglied von @grueneltrlp, #insGelingenverliebt",2339912575,"Bündnis 90/Die Grünen",1
1673,"BernhardDaldrup","Ich bin SPD Bundestagsabgeordneter (Kreis Warendorf), Mitglied im Finanzausschuss und Sprecher für Bauen, Wohnen, Stadtentwicklung und Kommunen.",1329019163126279936,"SPD",2
591,"BertholdRueth","Mitglied des Bay. Landtags, Vorsitzender des Landessportbeirates, sportpolitischer Sprecher und Beisitzer im Vorstand der CSU-Landtagsfraktion",1076223112,"CSU",3
710,"BertramPH","Abgeordneter der @LinksfraktionB. Sprecher für Sportpolitik | Mitglied im Landesvorstand @dielinkeberlin",67201152,"DIE LINKE",0
720,"BettinaFortuna1","Ich bin ich!",1010592695299229952,"DIE LINKE",6
